video_id,video_url,id,comment,author,likes,timestamp,is_reply,parent_id
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,23,udh beli digital downloadnya pdhal di YT bisa nnton free hadeh,@MitraTombatu,0,2025-12-22T03:10:59Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,24,Dzawin versi udah menikah,@Akunreal-f3f,0,2025-12-21T18:35:49Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,25,"gua juga punya temen, gw panggil dia jabud, dari nama panggilan gw ke dia aja kalian mungkin udah bisa bayangkan sosoknya.. yg jadi masalah si jabud ini gaya nya sok ganteng, dan gua bosen denger cerita dia yg disakitin mulu sama cwek, mksd gua, lu kan miskin.. drpd ngurusin cwe mnding lu urusin dirilu dan emak lu.. kenapa ya cwok² jelek malah doyan maen cwek.. gua aja yg ganteng doyan nya boxing.. lah dia yg jelek malah doyan cewek",@crypt_shade,0,2025-12-21T17:08:37Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,26,"knpa skrng mh videonya kbnykan khusus pelanggan.. apa mau pilih pilih penonton nya... hadeuh
mf ya bang,, saya unsub aja...",@kusrani,0,2025-12-21T15:48:25Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,27,Untuk ngeliat siapa yg loyal siapa yg gratisan,@ryanwidoseno4128,0,2025-12-24T21:36:35Z,True,UgyoxculVQ1zoCYUxZB4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,28,Lu suruh beli 338k Dzawin2,@danareski9111,0,2025-12-21T12:26:39Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,29,nying 😂,@noty000u,0,2025-12-21T11:55:14Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,30,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",@anikiemalatji4715,216,2025-12-21T11:22:30Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,31,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",@TajHabib-m8e,0,2025-12-21T11:22:11Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,32,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗!",@صالحالابراهيم-ج8ي,0,2025-12-21T11:13:30Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,33,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,@AYUSHRETURNS_BG,0,2025-12-21T11:13:26Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,34,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",@manoelsouza9082,0,2025-12-21T11:12:14Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,35,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",@karinaliscano1033,0,2025-12-21T11:12:03Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,36,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",@JonathanDJackson,0,2025-12-21T11:12:02Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,37,"Udah banyak yang ngebahas, tapi baru dikit yang sadar… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi ada ‘sesuatu’. Jangan ketinggalan!",@عديالعلي-ر5ع,0,2025-12-21T11:10:49Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,38,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",@SohanMajhi-q5g6h,0,2025-12-21T11:10:47Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,39,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,@ShathaMW,0,2025-12-21T11:02:32Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,40,"Yang suka hal-hal detail kayak gini, pasti demen juga explore isi dari 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Banyak kejutan menarik!",@goutammahata8838,0,2025-12-21T11:01:58Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,41,"Video ini seru, tapi percaya deh… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 tuh tempat orang-orang ngumpul pas gak tau mau ngapain 😆",@DarkAura-7-nr,0,2025-12-21T11:01:45Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,42,Rahasia kecil: banyak hal random dan seru yang gak masuk akal… dan itu semua ada di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 👀,@vidhyasuresh3541,1,2025-12-21T11:00:20Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,43,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",@ZaRaRahman-h3c,0,2025-12-21T10:59:47Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,44,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",@KamalaumaryusufUmaryusuf,0,2025-12-21T10:59:43Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,45,😂,@riswantoroaris8,0,2025-12-21T10:24:54Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,46,😆,@Sennntzy63,0,2025-12-21T00:55:10Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,47,Ini gua yg dejavu apa gimana 😂,@Deran25,0,2025-12-20T18:10:53Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,48,bahagiaaa 😂,@irfanelsiami6743,0,2025-12-20T17:38:55Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,49,ok,@anissetyawulandari8415,0,2025-12-20T17:34:12Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,50,"duh titik titik ini lucu bgtt, ngakak kocak bgt asli real no fake",@fitriyani2434,3,2025-12-20T16:04:15Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,51,Mantap :D,@awikwokdop,0,2025-12-20T15:39:20Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,52,kapan muncak ke lawu lai?? kalau berani lewat jalur jogorogo,@dewabalya7081,3,2025-12-20T13:30:52Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,53,The best anjing 😆😂😂😂😂,@xxxeza022,0,2025-12-20T13:23:02Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,54,seperti nya lagi pilek a,@imixx8361,0,2025-12-20T11:25:30Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,55,Gua kira dzawin udah pensiun jadi komika,@storybola17_fc,0,2025-12-20T11:11:19Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,56,Dari pada nonton the founders mending dzawin... kacau the founders ga jelas,@rizalrenaldi6664,0,2025-12-20T10:26:56Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,57,APAKAH IMAN DAPAT ROYALTY,@UbU-l4d,0,2025-12-20T10:24:01Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,58,"Bang Dzawin, kapan Reunian di ""Titik kumpul.. 🙊🙈😱👍👏",@mufizarmobile6163,7,2025-12-20T07:15:18Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,59,Bisa menyetir mobil belum tentu paham kesuluruhan sparepart atau mesin mobil👌,@fajarrama7110,0,2025-12-20T07:06:29Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,60,"buset digital donlotnya lebih mahal dr bg radit, ada yg mau shareing gak :v iuran skuy",@candrabuoy,0,2025-12-20T07:05:06Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,61,"Abangg inii tiba-tiba ya, menunggu ramadhan stand up hhaa",@adriandjakani,2,2025-12-20T06:11:15Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,62,,@robbimaulana5476,0,2025-12-20T06:06:44Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,63,"Samaaa, gua kira ganti thumbnail dan judul",@MalihDewita,0,2025-12-20T05:54:57Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,64,Cuma 300k an kok ges,@ariffathoni4628,0,2025-12-20T05:38:48Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,65,Pantesan dia gk percaya logika mistika ternyata muhammadiyin,@FudhaliAchmad,0,2025-12-20T05:35:38Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,66,"lah biasa ae massss,, gw NU juga gak percaya gitu2an.",@Langit-Cerita-q,1,2025-12-21T05:46:36Z,True,UgziwzKiPvdZWdbkTc14AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,67,Alhamdulillah walau cuma 5 menit dan gratisan.. kami mewakili warga korban bencana cukup terhibur dengan lawakan aa Dzawin.. tq salam semangat ❤,@boljog25,34,2025-12-20T05:35:28Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,68,"padahal kalau dari ceritanya sendiri itu sangat biasa dan sangat datar  materi nya.. tapi disini kita dipertontonkan tentang penguasaan panggung, ketenangan , story teller yang baik , publik speakingnya yang keren dan pengalaman dengan  jam terbang yang tinggi... ga semua bisa begitu lo bang..",@andhidjawa1,66,2025-12-20T05:15:43Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,69,"Kan bayar 
Kalo ga tewa rugi",@UbU-l4d,2,2025-12-20T10:10:58Z,True,UgxzLVN70D1B8K1ssx94AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,70,"Panji juga gitu,, dia hebat orasi doang kalo ga ketawa rugi, udh byr 2 juta 😂",@lxdi489,0,2025-12-22T11:58:04Z,True,UgxzLVN70D1B8K1ssx94AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,71,"​@lxdi489bisa gitu pmikirannya bng,klo kureng ya kureng aja meskipun bayar,,,a elah",@enirusliana6132,0,2025-12-24T15:26:51Z,True,UgxzLVN70D1B8K1ssx94AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,72,lebih rame sound effectnya😂,@abyan-9344,0,2025-12-20T04:01:05Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,73,😭😭😭,@MukhtarYaser,0,2025-12-20T03:47:11Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,74,😅😅😅 apa ini 5 menit,@farisluthfinaufalmajid8582,0,2025-12-20T02:40:55Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,75,hadir ah paduka yang nonton selengkapnya☝🏻,@hadimaulana9077,9,2025-12-20T01:19:43Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,76,Kisah yg sangat sangat ngeriiiiii,@Anak_desa0307,0,2025-12-20T00:53:08Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,77,Bhaaap,@NisfuAndi,0,2025-12-19T23:56:51Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,78,"""Medium Ugly"" 😂",@lourdespetronella,0,2025-12-19T23:56:28Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,79,Versi sunda lebih pecah ini pas di bandung😂,@alancahyana8410,5,2025-12-19T23:46:41Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,80,Oh materi udah pernah dibawain? Tapiversi sunda,@ambilyangbaik1382,0,2025-12-20T15:20:49Z,True,Ugxb_fYXJ4B67I8Umgd4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,81,​@ambilyangbaik1382khusus pas tour dibandung pake bahasa sunda,@sopihd1598,0,2025-12-20T16:30:42Z,True,Ugxb_fYXJ4B67I8Umgd4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,82,Kalau tour kan materimya 1 aja kemana2.,@rizqunaq2230,0,2025-12-21T15:47:56Z,True,Ugxb_fYXJ4B67I8Umgd4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,83,....,@AhliNaum_77ml,0,2025-12-19T23:46:15Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,84,Parah juga kisahnya,@Adam_swift13,0,2025-12-19T20:46:38Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,85,kepagian uploadnya mas,@apaloliatliat619,3,2025-12-19T19:59:29Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,86,HAHAH LAKNAT 🤣🤣🤣,@ieicebolz,2,2025-12-19T19:52:07Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,87,,@dwiputraarifin6308,0,2025-12-19T19:13:43Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,88,"""... tentu tidak""😂",@muhyiddin__5638,0,2025-12-19T18:54:02Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,89,Keren,@dedisupardi82,0,2025-12-19T18:44:59Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,90,jam NORMAL untuk upload video standup,@rezagapakearap679,0,2025-12-19T18:25:50Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,91,Kedua kalinya saya menonton video ini di channel youtube yang berbeda,@aansetiawan9959,112,2025-12-19T18:21:19Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,92,Saama😂,@MuhArip-si3ii,6,2025-12-20T00:48:24Z,True,UgyBq2L2i37n9_tXG5l4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,93,Sama.... Baru banget nonton yang di channel lain. Eh tiba-tiba yang dari akun dia ini muncul di beranda 😆,@hanifmalrosyid7045,0,2025-12-20T10:27:53Z,True,UgyBq2L2i37n9_tXG5l4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,94,Sama😂,@kucingLucuu26,0,2025-12-21T13:00:17Z,True,UgyBq2L2i37n9_tXG5l4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,95,channel comika itu. aman,@gesitnurpratama2276,0,2025-12-21T14:59:35Z,True,UgyBq2L2i37n9_tXG5l4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,96,Sama lagi,@VollyBWS,0,2025-12-21T20:56:03Z,True,UgyBq2L2i37n9_tXG5l4AaABAg
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,97,bang dzawinnnnnnn,@muhamadmaruf7114,0,2025-12-19T18:17:41Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,98,Ke 500,@rickysaputra7213,0,2025-12-19T18:14:15Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,99,Sound ketawanya agak ganggu sih mass.. Agak berlebihan,@RashelRifqi,1,2025-12-19T18:08:32Z,False,
2M3s7xLiffE,https://www.youtube.com/watch?v=2M3s7xLiffE,100,Iya lgi😂,@Taputapitapo,0,2025-12-19T22:17:58Z,True,UgzqXaUViZkF9Xd3hFJ4AaABAg
