id,comment,author,likes,timestamp,is_reply,parent_id
12,"Dulu naik pesawat domestik seperti naik metromini, nggak ada no.kursi.dan bagsi dijaga s😅endiri2",@herrywisnu2393,0,2025-12-18T15:13:48Z,False,
13,"Aku ke algeria th.2009,ikut bangun oran oman feltilizer.unit1 &2 di kawasan azrew ohran.",@herrywisnu2393,1,2025-12-18T15:11:36Z,False,
14,"si guide bilang ""two thousand years ago"" bukan ""two hundred years""

ALGERIA (Aljeria) itu englishnya
Bhs indo nya ALJAZAIR.",@roteislandvibes,0,2025-12-18T08:06:59Z,False,
15,"info tour guide nya koh liu, biar kesana di dampingi beliau @liumikes",@FajarFahrian-l6e,0,2025-12-18T07:34:06Z,False,
16,"Pohon²nya bagus, akarnya menjulur ke bawah shg tidak merusak trotoar, tingginya juga pas, rimbun dan teduh.",@sevidianaw8988,0,2025-12-17T22:11:50Z,False,
17,"Wah kangen banget sama mhajeb, enak banget itu, dulu tiap sore pasti nongkrong di pinggir jalanan, sambil minum kahuwa atau teh mint, sambil makan mhajeb. Ayam panggang utuh disana juga enak.
Mleha bezzaf bang mike, terimakasih sudah travel ke alger, obat kangen masa2 perjuangan 👍🏻",@ryishin021,1,2025-12-17T10:42:24Z,False,
18,Saya dm ngg dibalas😢,@airarai3853,0,2025-12-17T04:09:06Z,False,
19,Kak mau nama tour nya donkkk sama tips ke sanaaa,@airarai3853,0,2025-12-17T04:07:03Z,False,
20,Tambahin cinematic mike,@riaaprilia4414,0,2025-12-17T00:32:44Z,False,
21,"itu berarti orang2nya keturunan romawi berarti ya? atau Kartago? kok saya liat justru gak mirip orang arab, tapi lebih kayak orang itali dan spanyol",@permataputri7624,0,2025-12-17T00:16:49Z,False,
22,Aku pernah kerja di negara ini dr thn 2007-2011,@karinaikafitri8073,0,2025-12-16T15:18:58Z,False,
23,Br pertama Komen Mike setelah luat vlog maroko ❤Sehat2 kt semua&  Mike,@YadiOk-m5y,0,2025-12-16T11:39:40Z,False,
24,jadi berasa ikut  keliling dunia bersama channel ini ....,@edytarigan2548,0,2025-12-16T11:14:33Z,False,
25,NEGARA DI KAWASAN LAUT MEDITERANIAN,@muzhroom0707,0,2025-12-15T12:49:09Z,False,
26,Sehat2 km dinegri org y🎉,@IneSrije1706-se6oz,0,2025-12-15T07:31:34Z,False,
27,ahhhh mau pergi juga... lautnya indah,@hardychanel9893,0,2025-12-15T05:33:44Z,False,
28,wtf harga tiketnya jauh lebih murah daripada mayoritas penerbangan domestik di Indonesia 🤮,@hafidsetiawan2634,2,2025-12-14T22:59:02Z,False,
29,Algeria? Aljazair ya?,@restumumpuni8265,0,2025-12-14T15:43:14Z,False,
30,"Algeria dalam bahasa inggris, aljazair dalam bahasa indonesia. Jazair dalam bahasa arab.",@bapaubapau1517,0,2025-12-16T17:13:01Z,True,Ugwj93dpVHUssB_rM654AaABAg
31,"aku suka nonton vlog nya ka mike,krna penyampaiannya jelas dan tata bahasanya bisa di mengerti.. semngat trs ka mike",@ipaaahh95,0,2025-12-14T02:47:49Z,False,
32,Two thousand years old...2000 thn lalu. Bukan 200thn Mike,@RoySimbolon-x1c,0,2025-12-13T13:08:57Z,False,
33,Bilang aja Aljajair.  Ribet amat sih ngomongnya Ajaria aljaria,@RoySimbolon-x1c,0,2025-12-13T12:57:53Z,False,
34,Berasa di ajak traveling beneran,@DayatHidayat-s6w,0,2025-12-13T12:40:56Z,False,
35,Enak punya tour guide seperti itu,@dedykrisan9907,0,2025-12-13T11:21:21Z,False,
36,info ig nya,@FajarFahrian-l6e,0,2025-12-18T07:34:37Z,True,UgyYNZDdP2zJmnCWfwp4AaABAg
37,2000 tahun dari zama romawi,@adidtanjung92,0,2025-12-13T06:07:37Z,False,
38,Bang keren banget masih muda keliling dunia suka banget nontonya,@kimnara01612,2,2025-12-13T03:35:09Z,False,
39,"Harus ke contantine, kota yg berada di tebing  batu, keren abis bro",@onnkamaruddin,0,2025-12-13T00:32:02Z,False,
40,Narasi yg bax BENAR2.,@AcozTahir,0,2025-12-12T17:14:48Z,False,
41,"suka jadi tau detail, karena teman aku disana hihi",@moeslempride27,0,2025-12-12T07:39:04Z,False,
42,"Keren Mike, thank you .Algeria, saya tunggu karena almarhum suamiku orang Perancis German dan lahir di Michelet,Algeria,kota2nyapenuh history sama seperti kota mami mertua di Roman Sue Isere,France ,penuh  history.Salam dari  New Zealand",@catharinahapsari1655,0,2025-12-12T07:38:34Z,False,
43,vlognya pake peralatan apa aja kak?,@MochHipniSetiariadi,0,2025-12-12T05:57:19Z,False,
44,"Temen nyetrika, temen masak, temen makan, sampe skripsian pun nonton ko mike",@Alaskabirlaska,2,2025-12-12T04:00:39Z,False,
45,"Labas...Algeria atau Aljazair bahasa utamanya kan Arab Derja yang beda dari bahasa Arab pada umumnya tapi masyarakat disana juga banyak yang menggunakan bahasa Francis. Tanah di Algeria itu kering karena gurun dan pegunungan berbatu, Algeria punya 4 musim sama seperti di Europe, dimusim panas bisa panas banget temperatur bisa mencapai 50 C dan di musim dingin temperaturnya bisa lebih dingin dari Europe kadang salju turun tebal menutupi jalan.
Saya banyak tahu tentang Algeria karena mantan suami orang sana 😁😄🤫",@umysalma3420,0,2025-12-12T00:01:49Z,False,
46,"Selamat keliling dunia, untuk penyebutan negara bagusnya pakai bahasa Indonesia, Algeria bahasa Indonesia nya 'Aljazair' dll .",@fernandoreview,12,2025-12-11T23:40:41Z,False,
47,Ga masalah kok,@nixabel6375,0,2025-12-23T19:10:17Z,True,UgztDTDznqegsGre_MR4AaABAg
48,negara asalnya Zinedine Zidane mantapp,@royanjunior9782,0,2025-12-11T20:34:14Z,False,
49,nggk kayak pohon di negara anomali bisa bertahan 50 tahun aja dah syukur,@MahdasSulaiman,0,2025-12-11T15:16:33Z,False,
50,Saya baru liat canel ini..... Keren banget nontonnya... Cantik lautnya .. Andai pantai di pulau bangka... Gak di rusak ketamakan manusia ..,@marlinapangkalpinang3408,0,2025-12-11T06:45:16Z,False,
51,Sungguh saya sangat sedih terlahir di negara Konoha,@SigitRomadhoni-c2n,0,2025-12-11T05:31:48Z,False,
52,Yang aku tau cuman rhyand maharez 😂,@indriririremetwa9661,0,2025-12-10T15:48:17Z,False,
53,Negara ortunya Zinedine zidane,@AeinsRay,0,2025-12-10T14:21:26Z,False,
54,Tq infonya 🙏🙏 sukses selalu untuk Michael,@99sandhi,0,2025-12-10T11:39:12Z,False,
55,koko michael....... you are the best bro.,@mohdzulvida1401,0,2025-12-10T11:01:11Z,False,
56,“Ya that’s excellent” mike : not really 😂,@epolmoi,0,2025-12-10T10:12:06Z,False,
57,"nnt ini Krn punya teman cowok Algeria Ganteng bngt,orngnya sangat sopan dan lembut tiap mlm kami chatting,dia jg sering cerita tentang budaya dan makanan tradisional dari negaranya dari sekian bnyk teman aku dr negara asing,dia adalah teman terbaikku yg selalu membuat aku nyaman untk bercerita ttng sglnya,mana gantengnya Masyaallah,meleleh hatikuuuu😂😂",@Ainunajaaaaaaa,4,2025-12-10T07:13:01Z,False,
58,Hbs tu vc an ga kak? 😂,@inisaia2009,0,2025-12-11T05:46:07Z,True,UgwLo9QVbfoQ9NcYWx94AaABAg
59,​@inisaia2009SDM rendah dan negara miskin pasti pura2 baik lah,@RoySimbolon-x1c,0,2025-12-13T13:02:24Z,True,UgwLo9QVbfoQ9NcYWx94AaABAg
60,Wow bgt ngikutin mike sampe negara ke 105 ..jd nambah pengetahuan ...tdnya ga punya bayangan sama sekali ttg negara 2 lain selain yg kita tau yg sdh biasa terdengar familiar tp byk keindahan keunikan dan sejarah yg akhirnya bisa kita tau dr mike thanks ya mike sdh ajak kita menjelajah sejauh ini keren bgt 👍👍,@endahsusetyowati9548,4,2025-12-10T02:46:23Z,False,
61,Masha Allah..petualangn kereen..beruntng bs keliling dunia..aku dh seumur ini aj belm pernh naik pesawat...smoga segera menysul...,@sustra6549,0,2025-12-10T01:05:22Z,False,
62,"asli itu espreso murah banget dibanding di jogya atau jakarta, kopi pinggir jalan aja 3rb bahkan ada yg 5rb",@Darius-q7o9h,1,2025-12-10T00:41:32Z,False,
63,Ke Burundi dong,@raysagam9190,0,2025-12-10T00:33:10Z,False,
64,Kalau ada waktu keannaba dong,@Toko21Nusantara,0,2025-12-09T22:58:12Z,False,
65,Suara azanya bagus bget,@kamaryunus7934,0,2025-12-09T12:50:48Z,False,
66,Kenapa engga ke daerah ibukota sama waharannya,@Rahmaniku2024,0,2025-12-09T12:02:41Z,False,
67,"Para isteri di alger mah tenang klo lakinya k warung kopi soalnya cwe tuh mash di larang k tmpt kopi laki2...isinya laki2 semua, klo cewe masuk di tndain atau lapor k kelurganya anak cwenya nakal masuk k tmpt laki2😂",@Rahmaniku2024,0,2025-12-09T12:00:36Z,False,
68,Apakah ALGERIA sama dg ALJAZAIR?,@adventure123-q1i,0,2025-12-09T05:49:40Z,False,
69,"Ya, Algeria itu nama Inggrisnya",@Ira1000-w5h,1,2025-12-13T04:00:12Z,True,Ugy9gEzclPN8Ezp71wp4AaABAg
70,"Langit algeria cantik banget! Clear blue sky! Kayanya baru michael liu udh explore ke algeria ya
Thank u mike!",@Mjr_gtg,4,2025-12-09T04:30:39Z,False,
71,murah juga yakkk.. stay safe bg,@theooww,0,2025-12-09T03:33:10Z,False,
72,"Keren Mike,enjoy your trip🤗",@LinawatiLinawati-jz7ff,0,2025-12-09T02:47:11Z,False,
73,Akhirnya ada orang indonesia yang trip ke al geria + di up ke youtube,@helinnanda5617,16,2025-12-09T02:29:50Z,False,
74,"indah sekali laut sama langitnya,,😍",@tantyanggra9334,0,2025-12-09T02:08:44Z,False,
75,Akhirnya yang ditunggu-tunggu,@aqilahthamrin1956,0,2025-12-08T23:55:51Z,False,
76,Top.. Africa,@Aw6937-o4d,0,2025-12-08T22:04:43Z,False,
77,"Saya minum kopi minimal 2 shoot perhari , hb rendah susah naek, efeknya hari"" lemes terus , semangat sesaat setelah ngopi .",@AsalKurekam,1,2025-12-08T21:41:10Z,False,
78,saran kak untuk vidionya kalo makan atau lagi minum di usahakan jangan di cut2 untuk makanan asli sana karena kami juga mau tau makanan disananya,@muhfaisal8686,2,2025-12-08T21:27:16Z,False,
79,Bener,@abdullatifihwana1935,0,2025-12-13T08:52:00Z,True,UgxE35zUIc5KxVCo-2J4AaABAg
80,mending bgni langsung full durasi panjang sejam langsung puas nonton nya,@anchasyarief7050,0,2025-12-08T21:18:55Z,False,
81,"Kayaknya aku mau say sorry dulu neh ke lu @liumikes soalnya mulai dari Ukraina ke Baltik aku ga ngikutin soalnya feeling bored, vibesnya kayak sama aja 😅 But kayaknya yg Aljazair dst bakal seru neh ditunggu next videonya👍🏻",@aldojoeee,0,2025-12-08T17:34:47Z,False,
82,main2 donk kepasar atau ketempat rame gitu,@lagoina3395,1,2025-12-08T16:57:07Z,False,
83,Kotanya bagus bangat dan bersih juga dan orangnya ramah ramah mana outfit orang sana sopan sopan lagi dan clean outfit juga,@Egisaputra-s4d,4,2025-12-08T15:56:06Z,False,
84,Akhirnya video yg aq tunggu🎉🎉,@SeaOppa-y7m,0,2025-12-08T15:47:30Z,False,
85,Tadi yang chat si winston anakku dia suka Michael liu karena suka kamu travelling,@paulinewijaya,0,2025-12-08T14:49:41Z,False,
86,Michael liu in anakku winston dia suka melihat kamu Travelling ke luar negri Dan 🇮🇩 Dan gimana tadi me Algeria senang😊 ga?,@paulinewijaya,0,2025-12-08T14:48:28Z,False,
87,Ke Cote D'Ivore mike penasaran krna nnton Miss Universe 😂,@Inikuuu778,3,2025-12-08T14:08:07Z,False,
88,Cote d'ivoire ✅,@ekamaulana5948,0,2025-12-09T04:51:25Z,True,Ugx_u0BdM5eEwkSoOf54AaABAg
89,Kak boleh di info sewa guide nya dong,@davasyarif1697,0,2025-12-08T13:55:54Z,False,
90,Keren jg Aljazair y❤.. Sukses Mike Liu🎉,@julisenapitupulu2501,0,2025-12-08T13:52:13Z,False,
91,Cuma pake pasport doang ya bang bisa masuk negara lain,@Kost-mw6qq,0,2025-12-08T13:47:25Z,False,
92,Harus pake tour guide yah ke negara ini?,@tnwdytina,1,2025-12-08T13:29:29Z,False,
93,Yes,@liumikes,1,2025-12-08T15:44:24Z,True,UgxUxwUou9zl2Me5xnl4AaABAg
94,paling suka nonton video mike karena selalu ada momen beli kopi 😂,@endahkartikaratri2757,2,2025-12-08T13:27:11Z,False,
95,Selalu menunggu vlognya.... menarik dan informatif,@dyahretno3224,0,2025-12-08T13:10:35Z,False,
96,"Salah satu alasan senang nonton vlog nya Mike ini adalah karena dia tidak hanya mengunjungi negara yang banyak kita tahu, tetapi juga dia sering mengunjungi negara underrated seperti ini, dimana yang tadinya kita tidak tau tentang negara ini, sekarang menjadi tahu, Algeria cantik sekali tempat dan suasana nya, juga banyak bangunan yang bersejarah, dan wow laut nya sangat indah dengan air biru yang jernih, dan satu lagi, Mike juga sering berbagi cerita tentang sejarah kota/tempat nya, menambah wawasan bagi kita, thank you Mike untuk explore hari ini ❤",@dewiyanti4415,36,2025-12-08T12:20:09Z,False,
97,menambah wawasan hanya dgn menontonya 👍👍👍,@bhuzukchanel7744,0,2025-12-20T00:15:42Z,True,UgyO_vpL6rtj34NMht14AaABAg
98,"bagus bnget langitnya biru cerah, di indonesia abu2 terus banyak awan",@riansah2433,0,2025-12-08T12:18:35Z,False,
99,Salfok saya sama anak muda (warlok kayaknya) di menit-menit 57 😅,@KhilafahJanjiAllah1924,1,2025-12-08T12:11:35Z,False,
100,Air lautnya bersih sekali😊,@novinurhayati9738,1,2025-12-08T11:54:11Z,False,
101,❤❤❤❤❤ kalau aku perhatikan rumahnya mirip mirip jazirah arab ya,@Miswanto-d6q,0,2025-12-08T11:19:00Z,False,
102,Termasuk negara arab. Tapi dialek nya agak beda. Karna pengaruh jajahan prancis dan spanyol. Jadi bahasa arab nya kecampur dengan bahasa prancis dan spanyol.,@bapaubapau1517,1,2025-12-16T17:11:04Z,True,Ugw-IsNKSGCKb0hjS-54AaABAg
103,"Selama di Afrika sekalian ko Michele liu ke Tunisia dan Morocco.ini aku harapkan sebut harga pesawat,hotel, transport F&B , tempat wisata,wahana dll di setiap traveling ke seluruh dunia.dlm bentuk mata uang negara tsb dan Rupiah dan liatin uang negarax so ini buat tlreferensi kak sebagai back packer",@Alfin-s7b2e,12,2025-12-08T11:04:02Z,False,
104,"mantap, ka. sejammmmm 😍😛",@ygtlh,0,2025-12-08T10:30:33Z,False,
105,kebanyakan wownya mas bro menganggu penonton wahahahahhaa,@hendriarchitect,0,2025-12-08T10:19:24Z,False,
106,I'd do the same if I were him😂😊,@michaelkors2463,0,2025-12-08T11:11:57Z,True,UgzpoVKeDu8sRbJ3f2h4AaABAg
107,Ke rumah Mahrez bang,@nikowijy,1,2025-12-08T10:09:10Z,False,
108,bang guide nya cakep banget😊😊😊😊 Lanjutin bang,@dyahawaji,3,2025-12-08T10:07:26Z,False,
109,Mau aku kenalin? Wkwk,@liumikes,2,2025-12-08T10:16:48Z,True,UgzdK6kIJHHXpQ9Snut4AaABAg
110,"​@liumikeskirimin salam aja bang, 😅",@dyahawaji,0,2025-12-08T13:35:05Z,True,UgzdK6kIJHHXpQ9Snut4AaABAg
111,​@liumikes😂😂😂😂,@julisenapitupulu2501,0,2025-12-09T02:19:41Z,True,UgzdK6kIJHHXpQ9Snut4AaABAg
112,"Aljazair terlihat maju & sejahtera, nampak warisan sejarah kedatangan kolonial dari Romawi, Ottoman hingga Perancis mewariskan jejak yg memicu kemajuan orang Arab - Aljazair. Gaya hidup orang Aljazair ngefoto copy gaya orang barat (eropah), namun tetap kuat islami-nya..jadi persis dgn gaya orang Turki yang sekuler...
Kalau ada penjelasan tour guide nya bahwa terdapat reruntuhan gereja, itu percerminan konflik antara pengaruh imperium Ottoman dan imperium Spanyol, Portugal, Romawi dan Perancis..",@ambometar4036,0,2025-12-08T09:59:48Z,False,
113,"Dimata anda pak, aljazair terlihat maju dan sejahtera kan?
Nah teman saudara saya orang maroko/aljazair bahkan bilang indonesia itu negara modern dan kaya...
Ibukota negara kita mereka bilang seperti bepergian ke masa depan😂
Makanya agak lucu juga bapak bilang aljazair ini maju..

Bagi saya aljazair itu maju di ketertibannya, mereka benar2 menganut gaya eropa barat",@NovenritoPutra,0,2025-12-08T10:33:03Z,True,Ugw1Re2LgEvBRHSW6gl4AaABAg
114,"​​@NovenritoPutraterus terang orang Indonesia suka menyanjung diri sendiri, ya gak salah sih, karena PD itu perlu. Saya hanya melihat belum secara menyeluruh, jadi itu kesimpulan sementara. Hanya saja ketika kita memasuki kawasan kota² Indonesia pasti didaerah marginal terdapat kawasan kumuh dan miskin, tetapi di Aljazair hal tersebut kurang terlihat...berarti kemakmuran rakyat Aljazair agak merata dibandingkan di Indonesia. Tata ruang kota di sana cukup terencana, sementara di kota² kita banyak di sepanjang jalan ada bangunan warung² UMKM agak kurang teratur dan juga sampahnya berserakan... itupun menandakan budaya bersih belum terlihat maju di Indonesia..",@ambometar4036,0,2025-12-08T13:17:43Z,True,Ugw1Re2LgEvBRHSW6gl4AaABAg
115,"​@ambometar4036anda menilai sesuatu pasti dari satu sudut pandang...
Tidak ada kota besar yang tidak punya kawasan kumuh...

Dan kata ""maju"" yang anda maksud disini pembangunan infrastruktur/ lebih ke person nya?
Kalau pembangunan infrastruktur kita jauh di atas aljazair, tapi kalau masalah ketaan manusia terhadap aturan jelas aljazair di atas indonesia...

Biasakan menilai sesuatu itu dari banyak aspek dan sudut pandang...

Aljazair bukan negara maju apalagi masalah teknologi, masih di atas indoensia, saya bukanya menyanjung diri/negara sendiri tapi saya melihat dari data...",@NovenritoPutra,1,2025-12-08T13:23:54Z,True,Ugw1Re2LgEvBRHSW6gl4AaABAg
116,"​​​@NovenritoPutramau indo atau Algeria sama2 ada kekurangan, di Algeria yng pengangguran dikasih 150$ sampai umur 40 tahun,gaji imam setara pns,gak semua orang bisa jadi imam atau pendakwah beda sama di indo lulusan SD pun bisa asal bisa jd imam asal bs ngaji.Disana guru gak ada di gaji 300 ribu sebulan.Di negara kita pejabat sibuk buat candi2 spy kelihatan modern tp nge gaji rakyatnya sngt gak manusiawi.

Soal ketertiban itu udah dari bawaan orang mereka,pergi aja ke pelosok Algeria yng g ada influence budaya luar,rumah orang miskin walaupun dari tanah liat ttp tertata,bersih,gak ada sampah,gak ada sound horeg.",@miomio-q4k,0,2025-12-15T03:31:06Z,True,Ugw1Re2LgEvBRHSW6gl4AaABAg
117,Gak ke kota Constantine bang?,@aurangzeb_art,0,2025-12-08T09:51:32Z,False,
118,Ndakk kak,@liumikes,0,2025-12-08T11:52:56Z,True,UgwC_XbliCrZLBqulkh4AaABAg
119,"Aljazair dari Phoenician lalu diinvasi Romawi, setelah Romawi pecah wilayah itu diinvasi vandal salah satu suku jermanik yang bermigrasi ke wilayah roman, lalu di usir oleh Romawi Timur, setelah itu Arab datang kemudian beberapa kerajaan Amazigh ( suku asli Afrika Utara)bermunculan. Setelah abad pertengahan muncul spanyol dan Portugal sebagai kekuatan laut dominan, banyak kota pesisir disepanjang Afrika Utara diinvasi  spanyol dan Portugal yang menduduki kota kota pesisir Maroko. Di abad ke 16 Maroko berhasil mengusir Portugal. Di Afrika Utara ( Aljazair dan Tunis), perompak lokal bekerjasama dengan Ottoman untuk mengusir spanyol akhirnya berhasil namun untuk Tunis membutuhkan waktu yang agak lama. Selama abad setelah para perompak barbari sangat berjasa sebagai pasukan bayaran untuk mempertahankan Afrika Utara dari bayang bayang spanyol.",@aurangzeb_art,8,2025-12-08T09:44:06Z,False,
120,"Selama beberapa dekade Aljazair menjadi Vassal Ottoman, namun di abad ke 19 di ambil alih Perancis hingga kemerdekaan yang berdarah pada pertengahan abad ke 20, jadi gak heran sebagian arsitektur  Aljazair sekarang berbau Perancis sekali, walaupun arsitektur asli masih dilestarikan",@aurangzeb_art,2,2025-12-08T09:48:39Z,True,UgwFD7eFIDhb1nx_Bz14AaABAg
121,Bahkan bahasa Perancis menjadi bahasa ke 2,@aurangzeb_art,1,2025-12-08T09:49:10Z,True,UgwFD7eFIDhb1nx_Bz14AaABAg
122,"Kerajaan pertama disana bernama kartago, menguasai afrika utara hingga maghrib, selatan eropa dan pulau² di mediterania.",@MrGrey-zm1vf,0,2025-12-13T18:04:49Z,True,UgwFD7eFIDhb1nx_Bz14AaABAg
123,Africa ada yg subur ya😊,@novinurhayati9738,0,2025-12-08T09:38:37Z,False,
124,"Afrika utara/Afrika Atas memang rata2 subur, orangnya juga putih2 kayak algeria dan maroko (sorry bukan rasis), Algeria juga punya musim salju.",@st.petersburg1703,0,2025-12-09T15:20:28Z,True,UgzJATYBPzL-0j2lTeh4AaABAg
125,"kalo di indonesia alam bagus gak dijaga di hancurin hewan liar punah, sampah berserakan",@cooleyfc,0,2025-12-08T09:30:03Z,False,
126,Sukses Mike .masuk ke Afrika .🎉🎉,@illysuviana3880,1,2025-12-08T09:27:18Z,False,
127,"Di sana reruntuhan bersejarah dijaga, di Indonesia, yang tanah adat malahan dihancurin.",@LalaRina-o8h,2,2025-12-08T09:25:02Z,False,
128,"@LalaRina-o8h Candiborobudur, tirta Gangga, gunung padang",@SayatuhTidaktau,0,2025-12-08T14:47:51Z,True,Ugy0bgcXPfYr94V7omN4AaABAg
129,"​@SayatuhTidaktauya itu yang bisa ngasilin cuan, kalau yang nggak? Itu rumah adat Toraja dihancurin, tanah adat Papua dijadikan lahan sawit, tanah adat Dayak dijadikan perkebunan",@LalaRina-o8h,0,2025-12-09T00:56:39Z,True,Ugy0bgcXPfYr94V7omN4AaABAg
130,Vlog yg di tunggu² 🎉,@nazwakyungsoo7007,0,2025-12-08T09:21:12Z,False,
131,khabar baik bg..semoga khabar mu baik baik juga bg😇,@luqmxnmxn2585,0,2025-12-08T08:23:57Z,False,
132,Wah ❤❤,@AchrilayliDewi,0,2025-12-08T08:05:39Z,False,
133,Bang mike bukan sultan kaleng kaleng nih..ude banyak menjelajahi dunia..ude 105 perjalanan ke tiap tiap negara...saluuuttttt..,@anwarabu8101,0,2025-12-08T07:54:11Z,False,
134,"Ga tau kenapa dari 7 ribu teman FB ku semuanya dari Aljazair (mungkin dari negara "" lain ada  50 orang aja). Padahal aku ga pernah minta pertemanan ataun follow akun"" Facebook dari Aljazair",@zM_Khz,1,2025-12-08T07:45:42Z,False,
135,​maisy-h6nDan maaf mereka juga cabul loh (tiba-tiba ngirim foto alat kelamin mereka) Crazy,@zM_Khz,0,2025-12-23T08:40:20Z,True,UgxrI2zZKXc6IQNzHFB4AaABAg
136,"Ramah2 ya orang sana, tapi pemerintahnya tidak, WNI harus apply visa segala ke sana, gak kayak ke Maroko yg lebih open ya, WNI free visa ke Maroko hehehe",@firmanhalimy,1,2025-12-08T07:45:38Z,False,
137,Tour guide nya satu ama driver nya satu ya ...,@firmanhalimy,0,2025-12-08T07:36:35Z,False,
138,Indah pantainya disertai keunikan peninggalan zaman dahulu meskipun hanya berupa reruntuhan.tks Mike Sangat menarik penjelasannya.,@AnnaNurmala-zh9br,0,2025-12-08T07:35:51Z,False,
139,"Youtuber kesayangan , mg cepet 200 rb",@diah1443,0,2025-12-08T07:33:08Z,False,
140,Bagus sekali kita nggak pernah ke sana dari sinilah. kita bisa tahu negara 2 lain,@tjandrairawan8631,1,2025-12-08T07:30:34Z,False,
141,plat kendaraannya kaya nomor telfon 🤣 banyak banget angkanya😂,@chymoyyy,1,2025-12-08T07:09:54Z,False,
142,"KOH AKU TUNGGU KOH MICHAEL TRIP KE SURIAH, DI SANA BANYAK BANGUNAN BERSEJARAH ‼️",@ZayedFarhan-r2j,3,2025-12-08T07:07:56Z,False,
143,"Nah mantap, aku juga nungguin .tp negaranya kurang aman untuk turis",@KikiFamilyVlog,1,2025-12-09T13:03:22Z,True,UgyreqxKKN23_ssAVqF4AaABAg
144,"1 jaamm guysss yukk ambill nasiii kita nobar sambil makan siang 😅😂
thank you mikeeee🥰",@chymoyyy,12,2025-12-08T06:48:30Z,False,
145,"Albert camus adalah penulis Perancis keturunan Aljazair yg terkenal dgn konsep nihilisme...
Albert camus adalah pemenang Nobel sastra...
Mirip naquib Mahfuz dari Mesir or orhan pamuk dari Turki...
Tokoh Perancis keturunan Aljazair yg terkenal lainnya adalah zanadine Zidan : soccer player...",@Gemini_uchiha8,0,2025-12-08T06:47:03Z,False,
146,"Akhirnya masuk ke benua Afrika. Siapa yang nungguin episode ini?

Jangan lupa subscribe dan ikuti petualangan keliling dunia",@liumikes,40,2025-12-08T06:41:48Z,False,
147,Sayaaa😊,@bambanghutama4434,0,2025-12-08T06:44:19Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
148,Semangat terus mike ama hati hati juga 🔥,@FelyLy-q2x,0,2025-12-08T07:32:58Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
149,"ke suriname 🇸🇷 dong. 
negara berbahasa belanda yang banyak keturunan jawa disana.",@Warsiki-m2d,0,2025-12-08T09:37:59Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
150,"Video nya 1 jam, mantabbb 👍🏻👍🏻✨️✨️✨️puas nontonnya",@generalskysword1657,0,2025-12-08T09:49:28Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
151,Semangattt terus babe 🫂♥️♥️🥰😘,@charleslim6979,0,2025-12-08T10:52:17Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
